               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,               0.101,            0.074871,             0.10149,            0.084622,           0.0038419,          7.2825e-05,          9.8949e-06,             0.11623,            0.045635,             0.12297,           0.0098911,           0.0098911,           0.0098911
                  13,             0.10075,            0.079574,            0.099674,             0.40105,           0.0052629,           0.0015218,          0.00030275,             0.11273,            0.048649,             0.11867,           0.0098812,           0.0098812,           0.0098812
                  14,             0.10113,            0.076769,             0.10051,          0.00017753,           0.0051562,          0.00011378,          2.4082e-05,              0.1121,            0.049252,             0.11922,           0.0098713,           0.0098713,           0.0098713
                  15,             0.10042,            0.084476,             0.10033,              0.3523,           0.0083053,          0.00012298,          1.6735e-05,             0.11034,            0.050669,             0.10719,           0.0098614,           0.0098614,           0.0098614
                  16,              0.1003,            0.088728,            0.099111,             0.83158,          0.00016635,          4.4237e-05,          1.1534e-05,             0.10824,            0.052932,              0.1023,           0.0098515,           0.0098515,           0.0098515
                  17,             0.10085,            0.077194,            0.097697,             0.78893,            0.001109,          3.8482e-05,          7.3733e-06,             0.10736,            0.053634,            0.099121,           0.0098416,           0.0098416,           0.0098416
                  18,            0.099461,            0.072159,              0.0979,             0.76072,           0.0010536,          3.9409e-05,          8.4338e-06,             0.10536,            0.055057,            0.095433,           0.0098317,           0.0098317,           0.0098317
                  19,             0.10046,            0.083475,            0.095717,              0.5503,            0.004924,          0.00033707,          9.9444e-05,             0.10445,            0.056336,            0.095191,           0.0098218,           0.0098218,           0.0098218
                  20,             0.09974,            0.082242,            0.095777,          0.00064455,           0.0089323,          0.00054858,          0.00010737,             0.10362,            0.057026,            0.093673,           0.0098119,           0.0098119,           0.0098119
                  21,            0.099305,            0.084242,            0.093406,          0.00081227,            0.012343,          0.00067061,          0.00013456,              0.1037,            0.057786,            0.093475,            0.009802,            0.009802,            0.009802
                  22,            0.099538,             0.07997,            0.093522,          0.00071386,           0.0088769,          0.00057434,          0.00013371,             0.10133,            0.058989,            0.092661,           0.0097921,           0.0097921,           0.0097921
                  23,            0.099342,             0.08313,            0.092317,             0.83105,            0.001719,          3.3436e-05,          6.0411e-06,            0.099972,            0.059381,            0.091265,           0.0097822,           0.0097822,           0.0097822
                  24,            0.098238,            0.072429,            0.092955,             0.91564,          0.00099811,          4.4492e-05,          7.0251e-06,            0.099476,            0.059599,            0.090656,           0.0097723,           0.0097723,           0.0097723
                  25,            0.098849,            0.078329,            0.094432,             0.76079,          0.00077631,          5.8083e-05,          1.0904e-05,            0.098247,            0.059087,            0.090324,           0.0097624,           0.0097624,           0.0097624
                  26,            0.098493,             0.08151,            0.091472,             0.64807,          0.00077631,          4.7756e-05,          8.5892e-06,            0.097916,            0.059886,            0.089028,           0.0097525,           0.0097525,           0.0097525
                  27,            0.099062,            0.084099,            0.090213,             0.19736,          0.00060996,          4.4011e-05,          8.0693e-06,            0.096754,            0.061176,            0.088315,           0.0097426,           0.0097426,           0.0097426
                  28,            0.097844,            0.079505,            0.089967,            0.099126,           0.0003327,          6.7088e-05,          1.1744e-05,            0.096897,             0.06048,            0.087693,           0.0097327,           0.0097327,           0.0097327
                  29,            0.098501,             0.08166,            0.090266,            0.070777,          0.00060996,          6.7811e-05,          1.4224e-05,            0.099049,            0.057885,            0.087783,           0.0097228,           0.0097228,           0.0097228
                  30,            0.098337,            0.087377,            0.087684,            0.084856,           0.0010536,          8.0151e-05,          1.3473e-05,            0.097846,            0.058796,            0.087884,           0.0097129,           0.0097129,           0.0097129
                  31,            0.097582,            0.082884,            0.090845,             0.11402,           0.0065194,          0.00050795,          8.0641e-05,            0.096783,            0.059345,            0.087285,            0.009703,            0.009703,            0.009703
                  32,            0.096234,            0.082166,            0.089717,            0.043677,           0.0070185,           0.0010088,          0.00014113,            0.096806,             0.06021,            0.086372,           0.0096931,           0.0096931,           0.0096931
                  33,            0.096802,            0.080912,            0.087672,            0.059841,           0.0055609,           0.0017096,          0.00024463,             0.09709,            0.065115,            0.085862,           0.0096832,           0.0096832,           0.0096832
                  34,            0.097028,            0.075159,            0.089551,            0.028395,          0.00099811,          5.9826e-05,          1.0179e-05,            0.097502,            0.071267,            0.086025,           0.0096733,           0.0096733,           0.0096733
                  35,            0.095726,            0.084446,            0.086818,            0.028672,          0.00072086,          9.6057e-05,           1.594e-05,            0.097233,            0.068511,            0.085444,           0.0096634,           0.0096634,           0.0096634
                  36,            0.096075,            0.085787,            0.091117,            0.028428,          0.00055451,          6.8322e-05,          1.1915e-05,            0.096769,            0.065686,            0.085259,           0.0096535,           0.0096535,           0.0096535
                  37,            0.096565,            0.085329,            0.089219,            0.031567,             0.00454,          0.00068938,          0.00019713,            0.096197,             0.06467,            0.084515,           0.0096436,           0.0096436,           0.0096436
                  38,            0.096413,            0.079649,            0.085703,            0.029939,            0.016937,            0.011355,           0.0023114,            0.095677,            0.063126,             0.08438,           0.0096337,           0.0096337,           0.0096337
                  39,             0.09514,            0.089577,             0.08578,            0.058413,           0.0095227,          0.00061751,          0.00010328,            0.095216,            0.060658,            0.084636,           0.0096238,           0.0096238,           0.0096238
                  40,            0.097296,            0.080354,            0.087031,            0.084878,          0.00094266,          0.00010848,          2.1754e-05,            0.095432,            0.062002,            0.084379,           0.0096139,           0.0096139,           0.0096139
                  41,            0.094995,            0.077733,            0.084075,             0.10128,           0.0056718,          0.00060855,          6.7928e-05,            0.094847,            0.059946,            0.083969,            0.009604,            0.009604,            0.009604
                  42,            0.097384,            0.082586,            0.088983,             0.12778,            0.010228,          0.00048258,          8.5015e-05,            0.094831,             0.05981,             0.08381,           0.0095941,           0.0095941,           0.0095941
                  43,            0.095322,            0.079158,            0.086824,             0.14148,           0.0064481,          0.00031633,          6.0049e-05,            0.094608,             0.06074,            0.083619,           0.0095842,           0.0095842,           0.0095842
                  44,            0.095417,            0.087625,            0.084617,             0.10011,           0.0065036,          0.00049528,          5.8248e-05,            0.094025,            0.060745,             0.08319,           0.0095743,           0.0095743,           0.0095743
                  45,             0.09473,            0.079337,            0.084301,            0.084949,           0.0012199,          0.00013167,          2.8869e-05,            0.094229,             0.06306,            0.083299,           0.0095644,           0.0095644,           0.0095644
                  46,            0.094987,            0.080938,            0.083473,             0.11294,           0.0015526,          0.00020699,          4.4324e-05,            0.093704,            0.063178,            0.082565,           0.0095545,           0.0095545,           0.0095545
                  47,            0.095552,            0.087603,            0.083626,             0.11339,          0.00049906,          0.00012464,          2.3658e-05,             0.09396,            0.063277,            0.082632,           0.0095446,           0.0095446,           0.0095446
                  48,            0.094076,            0.081233,            0.082441,             0.12718,          0.00060996,          0.00014629,           2.364e-05,            0.094502,            0.062557,            0.082437,           0.0095347,           0.0095347,           0.0095347
                  49,            0.094608,            0.086075,            0.084602,             0.25414,          0.00072086,          0.00017072,          3.0742e-05,            0.093398,             0.06082,            0.082108,           0.0095248,           0.0095248,           0.0095248
                  50,             0.09371,            0.087619,            0.083761,             0.25397,          0.00086423,          0.00011277,          2.1836e-05,            0.093727,            0.061208,            0.082173,           0.0095149,           0.0095149,           0.0095149
                  51,            0.094315,            0.090427,            0.081829,             0.39518,          0.00055451,          0.00035725,          7.7793e-05,            0.093568,            0.061019,            0.081541,            0.009505,            0.009505,            0.009505
                  52,            0.093153,            0.087893,            0.086361,             0.42508,            0.013453,           0.0014662,          0.00037222,            0.093501,            0.060392,            0.081435,           0.0094951,           0.0094951,           0.0094951
                  53,            0.093408,            0.085908,            0.084795,             0.34503,           0.0065036,           0.0022365,          0.00047783,            0.093219,            0.061005,            0.081122,           0.0094852,           0.0094852,           0.0094852
                  54,            0.094321,            0.085941,            0.084121,             0.34392,            0.011104,           0.0041739,           0.0010631,            0.092859,            0.060987,            0.081086,           0.0094753,           0.0094753,           0.0094753
                  55,            0.091662,             0.08592,            0.083361,              0.2586,           0.0093851,           0.0039707,          0.00090533,            0.092772,            0.060436,            0.080856,           0.0094654,           0.0094654,           0.0094654
                  56,            0.092823,            0.081361,             0.08079,             0.22844,           0.0074948,           0.0014564,          0.00020235,            0.092381,            0.060665,            0.080432,           0.0094555,           0.0094555,           0.0094555
                  57,            0.093724,             0.08685,            0.080846,             0.29679,          0.00060996,          0.00043244,          8.5323e-05,            0.092021,            0.060811,            0.080331,           0.0094456,           0.0094456,           0.0094456
                  58,            0.090903,            0.077326,            0.085207,             0.28348,            0.011223,            0.001475,          0.00031568,            0.092264,            0.060946,            0.079928,           0.0094357,           0.0094357,           0.0094357
                  59,            0.093807,            0.085628,            0.081887,           0.0021581,            0.022268,           0.0026609,          0.00050183,            0.091638,            0.061334,            0.079869,           0.0094258,           0.0094258,           0.0094258
                  60,            0.092048,             0.08566,            0.080019,             0.19993,            0.022832,           0.0042324,          0.00077408,            0.091687,            0.060169,             0.07986,           0.0094159,           0.0094159,           0.0094159
                  61,            0.092554,             0.09101,            0.082752,            0.014447,            0.017026,           0.0088783,          0.00098178,            0.091545,             0.06031,            0.079766,            0.009406,            0.009406,            0.009406
                  62,            0.092476,            0.079664,            0.085817,           0.0035312,            0.028264,           0.0040666,          0.00055928,            0.092029,            0.059917,            0.080167,           0.0093961,           0.0093961,           0.0093961
                  63,            0.092146,            0.078187,            0.082671,             0.11703,            0.027336,           0.0051664,           0.0018573,            0.091439,            0.059933,            0.080043,           0.0093862,           0.0093862,           0.0093862
                  64,             0.09258,            0.087868,             0.08063,             0.14601,            0.025454,            0.005714,          0.00095633,            0.091373,            0.059623,            0.079775,           0.0093763,           0.0093763,           0.0093763
