               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.085305,            0.076053,            0.072483,             0.75076,            0.044785,            0.034442,           0.0098351,            0.083076,            0.059285,            0.067228,            0.008515,            0.008515,            0.008515
                 152,            0.085976,            0.085697,            0.071481,             0.70094,            0.060198,            0.044598,            0.012945,             0.08262,            0.059326,            0.067061,           0.0085051,           0.0085051,           0.0085051
                 153,            0.085214,            0.086037,            0.071966,             0.71792,             0.05156,            0.045648,            0.012782,            0.081841,            0.059453,            0.066382,           0.0084952,           0.0084952,           0.0084952
                 154,            0.084005,            0.079869,            0.072488,             0.62544,            0.053426,            0.046062,            0.011001,            0.082528,            0.058702,            0.066169,           0.0084853,           0.0084853,           0.0084853
                 155,            0.085607,            0.090276,            0.072564,             0.69655,             0.06302,             0.05431,            0.016746,            0.082549,            0.057911,             0.06624,           0.0084754,           0.0084754,           0.0084754
                 156,            0.085848,            0.076408,            0.070136,             0.69592,            0.054668,            0.047564,            0.015057,            0.082695,            0.057941,            0.066528,           0.0084655,           0.0084655,           0.0084655
                 157,            0.084842,            0.080822,            0.071801,             0.69903,              0.0561,            0.048414,             0.01508,            0.082394,            0.057179,            0.066668,           0.0084556,           0.0084556,           0.0084556
                 158,             0.08511,            0.085934,            0.069054,             0.66866,            0.049823,            0.048912,            0.017721,            0.082171,            0.061264,            0.066313,           0.0084457,           0.0084457,           0.0084457
                 159,            0.084703,               0.086,            0.070629,             0.72091,            0.054093,            0.048577,            0.015567,            0.081111,            0.058974,            0.065612,           0.0084358,           0.0084358,           0.0084358
                 160,             0.08314,            0.078905,            0.072594,             0.71551,            0.055557,            0.059684,            0.022535,            0.081591,            0.056755,             0.06549,           0.0084259,           0.0084259,           0.0084259
                 161,            0.084193,            0.083347,            0.069527,             0.44041,            0.072141,            0.032551,            0.010726,            0.085712,             0.05862,            0.070035,            0.008416,            0.008416,            0.008416
                 162,            0.084193,            0.083803,            0.069577,             0.73533,            0.043082,            0.060495,            0.025153,            0.081319,             0.05834,            0.065313,           0.0084061,           0.0084061,           0.0084061
                 163,            0.083165,            0.081825,            0.071961,             0.71351,            0.049585,            0.049985,            0.015382,             0.08112,            0.057882,            0.064551,           0.0083962,           0.0083962,           0.0083962
                 164,            0.083794,            0.086622,            0.069514,              0.7964,            0.044813,            0.078377,             0.02559,            0.080323,            0.057897,            0.064349,           0.0083863,           0.0083863,           0.0083863
                 165,            0.083721,            0.075364,            0.068403,             0.81606,            0.047151,            0.090796,            0.031931,            0.080648,            0.056698,            0.064774,           0.0083764,           0.0083764,           0.0083764
                 166,            0.083538,            0.081726,            0.070191,             0.67598,            0.073351,            0.052583,            0.018517,            0.082562,            0.058277,            0.066868,           0.0083665,           0.0083665,           0.0083665
                 167,            0.082544,            0.092525,             0.06659,             0.46306,             0.12537,            0.060286,            0.015931,            0.082196,            0.062587,            0.065391,           0.0083566,           0.0083566,           0.0083566
                 168,            0.082515,            0.085635,            0.069738,             0.74319,            0.066488,            0.071424,            0.024764,            0.081285,            0.058775,             0.06494,           0.0083467,           0.0083467,           0.0083467
                 169,            0.084262,            0.083711,            0.069943,             0.82658,            0.056216,            0.061959,            0.020088,            0.081106,            0.057236,             0.06551,           0.0083368,           0.0083368,           0.0083368
                 170,            0.083675,             0.08304,            0.069804,              0.7092,            0.080407,            0.065209,            0.016874,            0.082099,            0.058687,            0.065666,           0.0083269,           0.0083269,           0.0083269
                 171,            0.082335,            0.083891,            0.066528,             0.75191,            0.054126,            0.041078,            0.012075,            0.082928,            0.059592,            0.067619,            0.008317,            0.008317,            0.008317
                 172,            0.084586,            0.084332,            0.070792,             0.75607,            0.086989,            0.073114,            0.021877,            0.080706,            0.057564,            0.063876,           0.0083071,           0.0083071,           0.0083071
                 173,            0.082376,            0.083081,             0.06985,              0.7443,            0.059337,            0.077517,            0.022414,            0.080323,            0.057011,            0.063362,           0.0082972,           0.0082972,           0.0082972
                 174,            0.083686,            0.087748,            0.066989,             0.42849,             0.14193,            0.078956,            0.024229,            0.081329,            0.056064,            0.063387,           0.0082873,           0.0082873,           0.0082873
                 175,            0.085028,            0.076849,            0.069402,             0.76915,            0.043341,             0.05821,            0.016385,            0.081832,            0.058593,            0.063394,           0.0082774,           0.0082774,           0.0082774
                 176,             0.08244,            0.078775,            0.068407,             0.75506,            0.056918,            0.064495,            0.019278,            0.079974,             0.05582,            0.062391,           0.0082675,           0.0082675,           0.0082675
                 177,            0.082019,            0.076027,            0.068555,             0.46185,             0.13607,            0.065692,            0.019463,            0.080067,            0.055602,            0.061959,           0.0082576,           0.0082576,           0.0082576
                 178,            0.082138,            0.078096,            0.069352,             0.52456,             0.10233,            0.068754,            0.023046,            0.080338,            0.054973,            0.061744,           0.0082477,           0.0082477,           0.0082477
                 179,            0.083807,             0.08526,             0.06668,             0.75419,            0.066153,            0.081631,            0.025433,            0.080141,            0.055628,            0.061566,           0.0082378,           0.0082378,           0.0082378
                 180,            0.083014,            0.077389,            0.069144,             0.71963,            0.069162,            0.083186,            0.023785,            0.080305,            0.055374,              0.0624,           0.0082279,           0.0082279,           0.0082279
                 181,            0.082649,            0.081131,            0.065715,             0.66834,            0.077352,            0.056281,            0.016408,            0.080902,            0.056372,            0.064255,            0.008218,            0.008218,            0.008218
                 182,            0.082312,            0.080448,            0.065468,             0.28585,             0.21261,            0.071285,            0.024947,            0.080868,            0.056822,            0.064717,           0.0082081,           0.0082081,           0.0082081
                 183,            0.081051,             0.08373,            0.070389,             0.41539,             0.19972,            0.096203,            0.029598,            0.080256,            0.060019,            0.061897,           0.0081982,           0.0081982,           0.0081982
                 184,            0.082547,            0.083857,            0.067446,             0.74189,            0.087488,            0.081021,            0.022936,            0.079211,            0.059377,            0.061587,           0.0081883,           0.0081883,           0.0081883
                 185,            0.083057,            0.085276,            0.067148,             0.65583,            0.092504,            0.080357,             0.02338,            0.082104,            0.058663,            0.061671,           0.0081784,           0.0081784,           0.0081784
                 186,            0.083774,            0.082714,            0.067893,             0.60313,              0.1146,            0.086457,            0.025636,            0.080808,            0.055609,            0.062751,           0.0081685,           0.0081685,           0.0081685
                 187,            0.082246,            0.085092,            0.066742,             0.88767,            0.042915,            0.056248,            0.018877,            0.081221,            0.057163,            0.062898,           0.0081586,           0.0081586,           0.0081586
                 188,            0.081568,            0.079345,            0.064823,             0.82882,            0.051317,            0.082564,            0.023822,            0.079159,            0.057258,            0.061496,           0.0081487,           0.0081487,           0.0081487
                 189,            0.079479,            0.079939,            0.067174,             0.97805,            0.012854,             0.02094,           0.0056775,            0.090792,            0.060802,            0.074712,           0.0081388,           0.0081388,           0.0081388
                 190,            0.082388,            0.089374,            0.066511,             0.75239,            0.069335,            0.056623,             0.01988,            0.080826,            0.056691,            0.063825,           0.0081289,           0.0081289,           0.0081289
                 191,            0.081261,            0.078375,            0.063606,              0.7723,            0.078798,            0.085619,            0.022434,            0.078704,            0.058534,            0.061454,            0.008119,            0.008119,            0.008119
                 192,            0.081972,            0.088659,            0.067169,             0.86261,             0.05329,            0.076359,            0.023865,            0.077846,            0.056468,            0.060986,           0.0081091,           0.0081091,           0.0081091
                 193,            0.081909,            0.076009,            0.067904,             0.84482,            0.071332,            0.077369,            0.024607,            0.079243,            0.056276,            0.061527,           0.0080992,           0.0080992,           0.0080992
                 194,            0.081606,            0.087994,            0.066219,             0.86894,            0.064539,            0.090938,             0.02862,            0.079618,            0.059373,            0.061391,           0.0080893,           0.0080893,           0.0080893
                 195,            0.082101,            0.075474,            0.064728,             0.79909,            0.073204,            0.091251,            0.029627,            0.077942,            0.055389,            0.060468,           0.0080794,           0.0080794,           0.0080794
                 196,            0.081119,             0.07883,            0.063883,             0.78171,            0.070292,            0.067651,            0.018962,            0.077613,            0.055778,            0.059858,           0.0080695,           0.0080695,           0.0080695
                 197,            0.081616,             0.07844,            0.066908,             0.78131,            0.069598,            0.088714,            0.027312,            0.080006,            0.059299,            0.060928,           0.0080596,           0.0080596,           0.0080596
                 198,            0.081571,            0.082446,            0.065642,             0.74517,             0.06551,             0.09259,            0.026789,            0.081658,             0.06098,            0.060754,           0.0080497,           0.0080497,           0.0080497
                 199,             0.08137,            0.082851,            0.064738,             0.81298,            0.074289,            0.095473,            0.028005,            0.077329,            0.057411,            0.059478,           0.0080398,           0.0080398,           0.0080398
                 200,            0.080299,             0.07226,            0.067355,             0.78748,            0.076428,            0.075706,            0.019932,            0.076771,             0.05572,            0.058704,           0.0080299,           0.0080299,           0.0080299
                 201,            0.080283,            0.080652,             0.06493,             0.78135,            0.083882,            0.083758,            0.024466,            0.076381,             0.05577,            0.058705,             0.00802,             0.00802,             0.00802
                 202,            0.081462,            0.070062,            0.063279,             0.76435,            0.079784,            0.087723,             0.02316,             0.07706,             0.05561,            0.059045,           0.0080101,           0.0080101,           0.0080101
                 203,             0.08128,            0.077922,            0.064573,             0.73978,            0.082066,            0.069086,            0.024707,            0.076576,            0.058755,              0.0589,           0.0080002,           0.0080002,           0.0080002
                 204,            0.080186,            0.082307,            0.062777,             0.77678,            0.076173,            0.071635,            0.022635,            0.077641,            0.055556,            0.059304,           0.0079903,           0.0079903,           0.0079903
                 205,            0.081121,            0.074381,            0.066763,             0.70884,            0.073918,            0.060227,            0.019536,             0.07881,            0.056637,             0.06095,           0.0079804,           0.0079804,           0.0079804
                 206,            0.080521,            0.077243,            0.066195,             0.75033,            0.081613,            0.080044,            0.026362,            0.076913,            0.054493,            0.058763,           0.0079705,           0.0079705,           0.0079705
                 207,            0.080235,            0.083231,            0.065793,             0.80659,            0.066824,            0.087511,            0.025774,            0.077002,            0.059678,            0.057688,           0.0079606,           0.0079606,           0.0079606
                 208,             0.08087,            0.081353,            0.065598,             0.88334,            0.045892,            0.046484,            0.013381,            0.081344,            0.057593,            0.064261,           0.0079507,           0.0079507,           0.0079507
                 209,            0.081346,            0.082599,            0.064861,             0.66421,            0.097234,            0.078736,            0.022099,            0.077069,            0.055093,            0.057369,           0.0079408,           0.0079408,           0.0079408
                 210,             0.07995,            0.081449,             0.06275,             0.87014,            0.059251,            0.067428,            0.021524,            0.078079,             0.05681,            0.060041,           0.0079309,           0.0079309,           0.0079309
                 211,            0.081137,            0.074849,            0.064249,             0.70347,             0.10434,            0.094285,            0.028168,            0.077898,            0.054381,            0.057805,            0.007921,            0.007921,            0.007921
                 212,            0.081879,            0.080358,            0.066124,             0.85287,            0.059748,            0.088623,            0.025022,            0.077251,            0.056641,            0.057993,           0.0079111,           0.0079111,           0.0079111
                 213,            0.081001,            0.085991,            0.061516,             0.34381,             0.21657,            0.079549,            0.024182,            0.078519,             0.05862,            0.058115,           0.0079012,           0.0079012,           0.0079012
                 214,            0.079517,            0.086108,            0.064204,             0.71335,            0.085306,            0.076863,            0.024209,            0.078022,            0.057292,            0.059179,           0.0078913,           0.0078913,           0.0078913
                 215,            0.079697,            0.080176,            0.061416,             0.48627,             0.13582,            0.070653,            0.024142,            0.080439,            0.056604,            0.061637,           0.0078814,           0.0078814,           0.0078814
                 216,            0.078962,            0.085297,            0.063029,              0.5086,             0.16078,            0.099082,            0.027632,            0.075975,            0.058206,            0.057202,           0.0078715,           0.0078715,           0.0078715
                 217,            0.078844,            0.075704,            0.060413,             0.71995,            0.090284,            0.097264,            0.031035,             0.07478,            0.054441,             0.05655,           0.0078616,           0.0078616,           0.0078616
                 218,            0.078797,            0.073567,             0.06553,              0.6852,            0.098922,            0.089738,            0.025151,            0.074681,            0.054938,            0.056708,           0.0078517,           0.0078517,           0.0078517
                 219,            0.078166,            0.077807,            0.065186,             0.75723,            0.090167,             0.10208,            0.033831,            0.074976,            0.055352,            0.056425,           0.0078418,           0.0078418,           0.0078418
                 220,            0.078627,            0.075031,            0.064067,             0.86867,            0.040011,            0.062558,            0.019543,            0.078388,            0.055788,            0.060453,           0.0078319,           0.0078319,           0.0078319
                 221,            0.078704,            0.078143,            0.062272,             0.72095,            0.091965,             0.10586,            0.035346,            0.075093,            0.055505,            0.056493,            0.007822,            0.007822,            0.007822
                 222,            0.077612,            0.083147,            0.060424,             0.60451,             0.14304,             0.10916,            0.037543,            0.074638,            0.055746,            0.056026,           0.0078121,           0.0078121,           0.0078121
                 223,            0.079631,             0.08457,            0.059228,             0.84222,            0.067323,            0.070474,            0.019979,            0.077994,            0.055347,            0.058938,           0.0078022,           0.0078022,           0.0078022
                 224,            0.078848,            0.073921,            0.064502,             0.71911,             0.09362,             0.10129,            0.034743,            0.074751,            0.053615,            0.055796,           0.0077923,           0.0077923,           0.0077923
                 225,            0.080421,            0.077691,            0.062268,             0.55824,             0.13703,             0.11069,            0.040635,            0.075324,            0.053922,            0.056432,           0.0077824,           0.0077824,           0.0077824
                 226,            0.077872,            0.076242,            0.061391,             0.86017,            0.071575,            0.084628,            0.028614,            0.075093,            0.054808,            0.056715,           0.0077725,           0.0077725,           0.0077725
                 227,            0.079018,            0.072511,            0.063125,             0.80617,            0.089368,            0.088252,            0.025943,            0.076838,            0.054473,            0.057077,           0.0077626,           0.0077626,           0.0077626
                 228,            0.079916,            0.081364,            0.063068,             0.77539,             0.10952,             0.11604,            0.037757,            0.074499,            0.054513,            0.055011,           0.0077527,           0.0077527,           0.0077527
                 229,            0.078185,            0.079679,            0.062169,             0.67172,             0.12586,             0.12657,            0.041882,            0.074504,            0.054856,            0.055491,           0.0077428,           0.0077428,           0.0077428
                 230,            0.078293,            0.076524,            0.064366,             0.67825,              0.1239,             0.13018,            0.042079,              0.0733,            0.056022,             0.05501,           0.0077329,           0.0077329,           0.0077329
                 231,             0.07629,            0.077396,            0.064461,             0.75888,             0.10611,             0.11819,            0.041379,             0.07289,            0.054663,            0.053991,            0.007723,            0.007723,            0.007723
                 232,            0.078675,            0.075453,            0.060684,             0.70964,            0.084412,            0.076724,            0.025155,              0.0786,            0.056585,            0.059255,           0.0077131,           0.0077131,           0.0077131
                 233,            0.076115,            0.081741,            0.059283,             0.65106,             0.13102,             0.11491,             0.03964,            0.072524,            0.054656,            0.053965,           0.0077032,           0.0077032,           0.0077032
                 234,            0.077127,            0.077447,            0.059972,             0.77501,             0.09408,             0.10629,            0.035746,            0.073472,            0.054608,            0.054724,           0.0076933,           0.0076933,           0.0076933
                 235,            0.077971,            0.078849,            0.061103,             0.78492,            0.087573,             0.10141,            0.031183,            0.076399,             0.05963,            0.054906,           0.0076834,           0.0076834,           0.0076834
                 236,            0.076288,            0.071933,            0.064063,             0.76558,            0.085939,            0.098693,            0.032078,            0.075624,            0.055064,            0.055441,           0.0076735,           0.0076735,           0.0076735
                 237,            0.078167,            0.079919,            0.061502,              0.6193,             0.14963,             0.11874,            0.038169,            0.073435,            0.058043,            0.052877,           0.0076636,           0.0076636,           0.0076636
                 238,            0.076578,            0.074282,            0.059976,             0.66608,             0.14178,             0.12539,            0.043152,            0.071703,            0.057146,            0.052947,           0.0076537,           0.0076537,           0.0076537
                 239,            0.077945,            0.078756,            0.059641,             0.75194,             0.08904,             0.11145,            0.033195,            0.073943,            0.055568,            0.053125,           0.0076438,           0.0076438,           0.0076438
                 240,            0.078272,            0.077627,            0.063515,             0.67667,             0.13193,             0.12312,            0.043948,            0.071641,            0.053411,            0.052782,           0.0076339,           0.0076339,           0.0076339
                 241,            0.077164,             0.07486,            0.060392,             0.46647,             0.16413,            0.090343,            0.031213,            0.074915,            0.053801,            0.055433,            0.007624,            0.007624,            0.007624
                 242,            0.076584,            0.079408,            0.058676,             0.86058,            0.063166,            0.095264,            0.031735,            0.074574,            0.054532,            0.056873,           0.0076141,           0.0076141,           0.0076141
                 243,            0.077141,            0.074196,             0.05938,             0.63814,             0.14084,             0.11578,            0.035006,            0.074326,            0.053262,            0.053179,           0.0076042,           0.0076042,           0.0076042
                 244,            0.078205,            0.077196,            0.061336,             0.67653,             0.11545,             0.11403,            0.036232,            0.074495,            0.053411,            0.054766,           0.0075943,           0.0075943,           0.0075943
                 245,            0.077963,            0.072482,            0.059227,             0.75845,            0.096527,             0.12392,            0.042165,            0.074284,            0.052998,            0.052952,           0.0075844,           0.0075844,           0.0075844
                 246,            0.077273,            0.074979,            0.059207,             0.62298,             0.13519,             0.11687,            0.041099,            0.073326,            0.053611,            0.054281,           0.0075745,           0.0075745,           0.0075745
                 247,            0.078327,            0.077492,            0.059384,             0.62019,             0.14681,             0.13445,            0.046249,            0.072772,            0.055932,            0.051871,           0.0075646,           0.0075646,           0.0075646
                 248,            0.078448,            0.074056,            0.060259,             0.69162,             0.15001,              0.1567,            0.053361,            0.073321,             0.05202,            0.051706,           0.0075547,           0.0075547,           0.0075547
                 249,            0.077685,            0.069535,            0.059767,             0.70905,             0.11201,             0.11838,            0.036139,            0.074639,            0.052157,            0.051721,           0.0075448,           0.0075448,           0.0075448
                 250,            0.076173,            0.074557,             0.05806,             0.65344,             0.15484,             0.15319,            0.054368,            0.071087,            0.053381,            0.050929,           0.0075349,           0.0075349,           0.0075349
                 251,            0.075799,            0.075537,            0.058589,             0.28004,             0.33034,             0.14484,            0.050366,            0.072687,            0.055557,            0.050758,            0.007525,            0.007525,            0.007525
                 252,            0.077597,            0.072702,            0.059012,             0.62041,             0.10911,              0.1007,            0.032433,            0.076108,            0.055157,            0.056978,           0.0075151,           0.0075151,           0.0075151
                 253,            0.078158,            0.084712,            0.057988,             0.60073,             0.12316,            0.089639,            0.026402,            0.075606,            0.056763,            0.053695,           0.0075052,           0.0075052,           0.0075052
                 254,            0.079325,             0.08242,             0.06059,             0.63108,              0.1457,             0.11926,            0.035775,            0.072372,            0.052346,            0.050758,           0.0074953,           0.0074953,           0.0074953
                 255,            0.077542,            0.076128,            0.059477,               0.671,             0.12206,             0.13922,            0.048334,            0.073587,            0.054917,            0.053768,           0.0074854,           0.0074854,           0.0074854
                 256,            0.075319,            0.082194,            0.060726,              0.3363,             0.29405,             0.15663,            0.057235,            0.071645,            0.055793,            0.050883,           0.0074755,           0.0074755,           0.0074755
                 257,            0.077028,            0.075553,            0.058012,             0.80301,             0.10236,               0.154,            0.050071,            0.071321,            0.053763,            0.050302,           0.0074656,           0.0074656,           0.0074656
                 258,            0.077102,            0.076159,            0.054329,             0.78349,              0.1171,             0.14791,            0.052711,            0.070279,            0.053388,             0.04992,           0.0074557,           0.0074557,           0.0074557
                 259,            0.076502,            0.082656,            0.057605,             0.61393,             0.16912,             0.15928,            0.058594,            0.070363,            0.053062,            0.049663,           0.0074458,           0.0074458,           0.0074458
                 260,            0.075144,             0.07925,            0.056537,             0.71379,             0.12692,             0.16757,            0.061689,            0.068964,            0.051514,            0.049566,           0.0074359,           0.0074359,           0.0074359
                 261,             0.07686,             0.07748,             0.05972,             0.69418,             0.13044,             0.12933,             0.04681,            0.072749,            0.053991,            0.050672,            0.007426,            0.007426,            0.007426
                 262,            0.075348,            0.077433,             0.05987,             0.68982,             0.13026,             0.14614,            0.054772,            0.070669,            0.053411,            0.050301,           0.0074161,           0.0074161,           0.0074161
                 263,            0.074718,            0.072649,            0.057431,             0.75322,             0.11841,             0.14856,            0.050129,            0.069345,            0.051091,            0.049882,           0.0074062,           0.0074062,           0.0074062
                 264,            0.076705,             0.08319,            0.056672,             0.61554,             0.16785,             0.16161,            0.058598,            0.070516,            0.051829,            0.049379,           0.0073963,           0.0073963,           0.0073963
                 265,            0.074793,            0.077145,            0.058997,             0.67478,             0.16327,             0.16293,            0.053897,            0.069306,            0.053401,            0.049252,           0.0073864,           0.0073864,           0.0073864
                 266,            0.073631,            0.073321,            0.059642,             0.65433,             0.16718,             0.18682,            0.072941,            0.069206,            0.050702,            0.048448,           0.0073765,           0.0073765,           0.0073765
                 267,            0.076179,            0.082152,            0.056535,             0.70067,             0.16576,             0.15033,            0.055241,            0.071319,            0.053345,            0.049429,           0.0073666,           0.0073666,           0.0073666
                 268,             0.07495,            0.084049,            0.055138,             0.66813,             0.15363,              0.1597,            0.060245,            0.069077,            0.050788,            0.048773,           0.0073567,           0.0073567,           0.0073567
                 269,            0.074069,            0.081508,             0.05857,             0.68496,             0.15314,              0.1655,            0.057476,            0.070359,             0.05163,            0.048855,           0.0073468,           0.0073468,           0.0073468
                 270,            0.075644,            0.074543,            0.054942,             0.76729,             0.14752,             0.17697,            0.066548,            0.069699,             0.05112,            0.049459,           0.0073369,           0.0073369,           0.0073369
                 271,            0.075951,            0.069771,            0.054612,             0.65546,             0.17017,             0.15693,            0.055583,            0.070221,            0.051394,             0.04919,            0.007327,            0.007327,            0.007327
                 272,             0.07476,            0.076647,            0.057738,             0.74197,             0.14828,             0.18364,            0.069683,            0.068843,            0.051168,            0.048324,           0.0073171,           0.0073171,           0.0073171
                 273,            0.074158,            0.076581,            0.057213,             0.81767,             0.11419,              0.1575,            0.048179,            0.070744,            0.053632,            0.047954,           0.0073072,           0.0073072,           0.0073072
                 274,            0.075161,            0.075866,            0.057515,             0.75278,             0.13072,             0.17484,            0.059606,            0.069083,            0.053286,            0.047812,           0.0072973,           0.0072973,           0.0072973
                 275,            0.075294,            0.074221,            0.055623,             0.73701,             0.14324,             0.16898,            0.062546,            0.068084,            0.053071,             0.04817,           0.0072874,           0.0072874,           0.0072874
                 276,            0.074236,            0.074351,            0.056016,             0.67686,              0.1485,             0.17893,            0.066864,            0.067979,            0.051357,            0.047735,           0.0072775,           0.0072775,           0.0072775
                 277,            0.074697,            0.071468,            0.055649,             0.66266,             0.15219,             0.15215,            0.061693,            0.071504,            0.051283,            0.047039,           0.0072676,           0.0072676,           0.0072676
                 278,            0.073882,             0.07427,            0.054865,              0.7224,             0.14759,             0.17501,            0.064241,            0.068623,             0.05494,            0.047417,           0.0072577,           0.0072577,           0.0072577
                 279,            0.074673,             0.08085,            0.055351,             0.66696,             0.16415,             0.14056,            0.051936,            0.070625,            0.053414,            0.048588,           0.0072478,           0.0072478,           0.0072478
                 280,            0.073937,            0.078632,            0.056869,             0.74292,             0.14063,             0.17467,            0.065469,            0.067664,            0.050333,            0.047539,           0.0072379,           0.0072379,           0.0072379
                 281,            0.073905,            0.078423,            0.054658,             0.77321,             0.10921,               0.152,            0.056665,            0.070809,            0.050183,            0.047558,            0.007228,            0.007228,            0.007228
                 282,            0.075221,             0.07221,            0.055321,             0.63094,             0.19715,             0.17363,            0.058139,            0.069016,            0.051145,             0.04753,           0.0072181,           0.0072181,           0.0072181
                 283,            0.075969,            0.076594,            0.054651,             0.67399,             0.14647,             0.17124,            0.062412,            0.070136,            0.051432,            0.049223,           0.0072082,           0.0072082,           0.0072082
                 284,            0.073699,             0.07218,            0.056534,             0.66098,             0.18013,             0.20939,            0.069538,            0.068329,            0.052294,            0.047297,           0.0071983,           0.0071983,           0.0071983
                 285,            0.073612,            0.074344,            0.055282,             0.65437,             0.16288,             0.17665,            0.056516,            0.068831,             0.05083,            0.047167,           0.0071884,           0.0071884,           0.0071884
                 286,            0.073417,              0.0756,            0.056068,             0.66351,             0.12547,              0.1145,            0.036302,            0.072355,            0.054138,            0.053286,           0.0071785,           0.0071785,           0.0071785
                 287,            0.073499,            0.076962,            0.054345,             0.61711,             0.20134,             0.15915,            0.056661,            0.070341,            0.054966,            0.045738,           0.0071686,           0.0071686,           0.0071686
                 288,            0.074488,            0.074143,            0.058685,             0.61719,             0.20331,             0.18193,            0.064365,            0.068591,            0.053136,            0.046418,           0.0071587,           0.0071587,           0.0071587
                 289,            0.074366,            0.071334,             0.05362,             0.70747,             0.17278,             0.18329,            0.066378,            0.071059,            0.052623,             0.04539,           0.0071488,           0.0071488,           0.0071488
                 290,            0.073994,             0.07356,            0.055543,             0.59591,             0.22721,             0.20664,            0.081812,            0.066885,            0.050259,            0.045809,           0.0071389,           0.0071389,           0.0071389
                 291,            0.074626,            0.072936,            0.052185,             0.61382,             0.21934,             0.16546,            0.046073,            0.070328,            0.052788,            0.045797,            0.007129,            0.007129,            0.007129
                 292,            0.075073,            0.071272,            0.054286,             0.59965,             0.23438,             0.21883,            0.074157,            0.066271,            0.048288,            0.045544,           0.0071191,           0.0071191,           0.0071191
                 293,            0.074673,            0.074003,             0.05336,             0.59944,             0.23771,             0.21831,            0.075599,            0.066236,            0.049786,            0.045462,           0.0071092,           0.0071092,           0.0071092
                 294,            0.072549,            0.078265,            0.052125,             0.69315,             0.14898,              0.1602,            0.060963,             0.06891,            0.051352,             0.04843,           0.0070993,           0.0070993,           0.0070993
                 295,            0.072168,            0.077914,            0.054199,             0.71164,             0.17648,             0.22649,            0.084702,            0.067104,            0.050635,             0.04499,           0.0070894,           0.0070894,           0.0070894
                 296,             0.07306,             0.08072,            0.051856,             0.67001,             0.21006,             0.23515,            0.093956,            0.066188,            0.049425,            0.044897,           0.0070795,           0.0070795,           0.0070795
                 297,            0.072571,            0.078398,            0.053572,             0.66628,             0.21731,              0.2359,            0.088233,            0.065803,            0.050602,            0.045495,           0.0070696,           0.0070696,           0.0070696
                 298,            0.072506,              0.0651,            0.054754,              0.6816,             0.17113,             0.21174,            0.087156,            0.066749,             0.04933,            0.045764,           0.0070597,           0.0070597,           0.0070597
                 299,             0.07111,            0.072874,            0.050566,              0.4696,             0.25494,             0.19873,            0.075997,            0.066216,             0.04898,             0.04522,           0.0070498,           0.0070498,           0.0070498
                 300,            0.071465,            0.070619,            0.053593,             0.63164,             0.20456,             0.23279,            0.098477,            0.065692,            0.049859,            0.043849,           0.0070399,           0.0070399,           0.0070399
                 301,            0.071207,            0.076103,            0.051293,             0.76966,             0.15575,              0.2251,             0.07865,            0.065407,            0.053459,            0.043557,             0.00703,             0.00703,             0.00703
                 302,            0.071033,            0.075132,            0.053087,             0.67659,             0.17544,             0.22429,            0.084372,            0.066796,            0.054047,            0.044151,           0.0070201,           0.0070201,           0.0070201
                 303,            0.070219,            0.073194,            0.053046,             0.44316,             0.23904,             0.17224,            0.070137,            0.067636,            0.050919,            0.047853,           0.0070102,           0.0070102,           0.0070102
                 304,            0.071601,            0.073447,            0.052454,             0.59621,             0.16479,             0.18917,            0.068758,            0.066955,              0.0501,            0.046639,           0.0070003,           0.0070003,           0.0070003
                 305,            0.073774,            0.066895,            0.053563,             0.62075,             0.21464,             0.21373,            0.073833,            0.069881,            0.049476,            0.043658,           0.0069904,           0.0069904,           0.0069904
                 306,            0.073943,            0.075209,            0.052744,             0.66265,             0.20202,             0.24163,            0.089491,            0.067041,            0.046921,             0.04332,           0.0069805,           0.0069805,           0.0069805
                 307,            0.074932,             0.07347,            0.051644,             0.70279,             0.19906,             0.21302,            0.083358,            0.066614,            0.050918,            0.043038,           0.0069706,           0.0069706,           0.0069706
                 308,            0.072552,            0.073653,            0.052824,             0.61999,             0.22312,             0.23084,            0.091394,            0.064859,            0.048757,            0.042899,           0.0069607,           0.0069607,           0.0069607
                 309,             0.07246,            0.078972,            0.053041,              0.7377,              0.1477,             0.17164,            0.060085,            0.069543,            0.051232,            0.045678,           0.0069508,           0.0069508,           0.0069508
                 310,             0.07077,            0.077704,            0.048991,             0.68363,             0.23375,             0.25063,             0.10224,            0.064787,            0.048965,            0.042984,           0.0069409,           0.0069409,           0.0069409
                 311,            0.071375,            0.075687,            0.051556,             0.58543,              0.2745,             0.24902,            0.098954,            0.064223,            0.049408,            0.042885,            0.006931,            0.006931,            0.006931
                 312,            0.071169,            0.073715,            0.050583,             0.65424,             0.19753,              0.2448,            0.097964,            0.064529,            0.050337,            0.043085,           0.0069211,           0.0069211,           0.0069211
                 313,            0.070034,            0.072862,            0.051093,              0.4209,             0.27622,             0.21568,            0.083663,            0.067428,            0.049537,             0.04558,           0.0069112,           0.0069112,           0.0069112
